"","id","1","2","3","4","5","6","7","8","9","10"
"1",0,0.904523034442401,0.899072885316554,0.934752855771133,0.804682151965274,0.752268340169971,0.850560797678863,0.753634700183251,0.792345857800778,0.762727384059594,0.76604400642422
"2",1,0.847998953885483,0.779109184824716,0.852766113767838,0.702954578169615,0.671219520701846,0.706287522657702,0.639075450056819,0.642009738134502,0.602933347032129,0.582131365956822
"3",2,0.818882044295672,0.693926754795065,0.844104198480047,0.533635853956856,0.503623664530714,0.513110273586175,0.499016707899802,0.545982301404997,0.444038799864098,0.450269640565744
"4",3,0.945115187356286,0.952550088757225,0.971431021997025,0.61543507478528,0.470914143276383,0.694323589002174,0.615725893932949,0.598611322248657,0.634032439993043,0.594451100913302
"5",4,0.944267743600796,0.907884837639942,0.952242043744323,0.770910053467711,0.744163600188156,0.780682700152117,0.774974201599567,0.796313990676363,0.766713740690352,0.678364763062246
"6",5,0.725756165348531,0.59843282298584,0.77316012346854,0.0977424896343935,0.0794420695139472,0.14554503552549,0.173072163854194,0.0834534323149254,0.0550133680345561,0.141139297801281
"7",6,0.738579813101743,0.605313344127704,0.864518494838639,0.284799346047888,0.287083388122382,0.228695694679989,0.254723505103215,0.340979857486404,0.478634592026914,0.182719758114372
"8",7,0.832831335416157,0.679160909550697,0.724918557602857,0.384734342009676,0.448265226293698,0,0.810353713991836,0.600550360047855,0.550046182765327,0.404543932440986
"9",8,0.944267743600796,0.907884837639942,0.952242043744323,0.770910053467711,0.744163600188156,0.780682700152117,0.774974201599567,0.796313990676363,0.766713740690352,0.678364763062246
"10",9,0.980146079851952,0.954999942737636,0.955576700427876,0.613170577544842,0.672912878319926,0.804027217540353,0.775128422547531,0.75268486953395,0.70589241805247,0.907349754004094
"11",10,0.849441224457157,0.779428476515839,0.888342039204925,0.550188062845726,0.526762004539034,0.52878355200961,0.510463890879859,0.544602498775654,0.500945170946106,0.412622401004729
"12",11,0.849441224457157,0.779428476515839,0.888342039204925,0.550188062845726,0.526762004539034,0.52878355200961,0.510463890879859,0.544602498775654,0.500945170946106,0.412622401004729
"13",12,0.734020324743773,0.583410006253249,0.703239579906708,0.37230606041212,0.572229262962944,0.701234161892159,0.660611438563744,0.463533171430952,0.30938130298593,0.687263861593154
"14",13,0.724138697292491,0.696418939523973,0.753157661426649,0.252856305337042,0.175701663475541,0.422443587395815,0.360500276774666,0.299522886754624,0.281428840628172,0.29998962888843
"15",14,0.737576235999791,0.537404259255968,0.873440915930337,0.34216113749837,0.773441955463502,0.483740876064229,0.675782524361625,0.643962669795909,0.665025891218698,0.564845858895428
"16",15,0.849441224457157,0.779428476515839,0.888342039204925,0.550188062845726,0.526762004539034,0.52878355200961,0.510463890879859,0.544602498775654,0.500945170946106,0.412622401004729
"17",16,0.968736633905492,0.979728106077782,0.989355317757646,0.0653526955270251,0.02,1,0.924419700260373,0.916432153365012,0.944851148381308,0.873953476192587
"18",17,0.84426426675203,0.789727992277147,0.838821011226452,0.211058534328937,0.384628636482006,0.296575343750944,0.318700422620488,0.494745271594958,0.446795170000642,0.329427226587682
"19",18,0.817576782179937,0.66551120775084,0.879645438204967,0.740584369434014,0.791386324432191,0.884947586637292,0.659319180421791,0.80354327044447,0.629797452148476,0.592916832516416
"20",19,0.783906918380416,0.648901872517181,0.767515376436085,0.520219403508079,0.573584398945591,0.459608370314027,0.508564843041169,0.517988604377282,0.51995493295718,0.353035696749483
"21",20,0.849441224457157,0.779428476515839,0.888342039204925,0.550188062845726,0.526762004539034,0.52878355200961,0.510463890879859,0.544602498775654,0.500945170946106,0.412622401004729
"22",21,0.957147543050538,0.973407987260202,0.976695064196556,0.791030043514627,0.681197536044127,0.818133533605883,0.859709848481148,0.775471298071512,0.865754383680641,0.693791229580729
"23",22,0.870205775350331,0.831076669362701,0.905492483410164,0.788215749573024,0.758269488294957,0.756257147777932,0.700336034276452,0.790026764826505,0.63502892509905,0.587643598847075
"24",23,0.938813073518334,0.875393276173218,0.88237384648542,0.740382909669298,0.866044177335278,0.87425638745047,0.771150219013825,0.706044350431744,0.629389186474025,0.72780127966139
"25",24,0.849441224457157,0.779428476515839,0.888342039204925,0.550188062845726,0.526762004539034,0.52878355200961,0.510463890879859,0.544602498775654,0.500945170946106,0.412622401004729
"26",25,0.883643977966479,0.85462321499476,0.772189744847822,0.677654735471802,0.805521333201623,0.650562126099064,0.7588866242477,0.543637525821904,0.591866307692184,0.622197454882853
"27",26,0.872038331761494,0.904291881667394,0.934634875721371,0.508723827133077,0.326175432149111,0.579831056839244,0.582110348217335,0.514821632486605,0.519349451696084,0.516947317877799
"28",27,0.957188686402768,0.944121948239643,0.949295973208168,0.76871398879814,0.595952362850697,0.442213702303371,0.880958835675009,0.959428990330166,0.878244423918996,0.491735729469744
"29",28,0.692473799803401,0.607591787467422,0.468726052403565,0.223655756819473,0.147159787486395,0.0685633659596795,0.303974560552944,0.171266930478632,0.357623672285899,0.142286306439282
"30",29,0.459150148137274,0.32144604243366,0.501979376373685,0.143183210977416,0.0809102805410245,0.0810655421493697,0.110093854748392,0.0960422721498436,0.10304588568006,0.0291553580960289
"31",30,0.738712594616605,0.659067645219045,0.673994746879083,0.399123005359071,0.549245810604352,0.958275077855746,0.46105967738136,0.261512185729371,0.325214131849745,0.237479500120281
"32",31,0.887520231210831,0.803481121986346,0.886471368749392,0.679710736045071,0.4971186274015,0.410361546313751,0.596577839656056,0.528066365844486,0.472451240622104,0.664049203863962
"33",32,0.860416885149943,0.724340013590473,0.897841507361417,0.572360341983413,0.522066788548606,0.589760925030726,0.552198985944026,0.628122076706411,0.46565972104607,0.384664347799183
"34",33,0.84419619355737,0.783607394834823,0.891581730779657,1,1,0.51,0.736301894202879,0.910724924496695,0.862944555939527,0.733008149310222
"35",34,0.894054045681424,0.799496887731026,0.869113814905652,0.02,1,1,0.67347207891001,0.713266171192142,0.71454924293679,0.591760180480424
"36",35,0.849098138780628,0.759560944249748,0.867017079862642,0.5467417210204,0.910573905180834,0.721419391346187,0.613304498565299,0.393825228425265,0.527877873350203,0.437423506717096
"37",36,0.847998953885483,0.779109184824716,0.852766113767838,0.702954578169615,0.671219520701846,0.706287522657702,0.639075450056819,0.642009738134502,0.602933347032129,0.582131365956822
"38",37,0.228242430194432,0.227303586126538,0.316591055756212,0.00934840629125974,0.00132568832588532,0.00196210846196501,0.0523915483593755,0.1041505007947,0.0591901245536901,0.065408327510843
